Design Option,Life Cycle Stage,Impact Category,Mean,STD,COV,Min,Max,95th Percentile,Median,Unit,Outliers
alternative_design1,A3,gwp_luluc,49.829115083730706,5.702855910089142,0.1144482678551748,34.845940545847064,70.97285418842253,59.77942742951271,49.70014790704745,kgCO2eq/FU,11
alternative_design1,A4,gwp_total,187590.06204506732,27702.59918119183,0.14767626216007357,114932.26705458993,297300.3163972815,237079.33049803594,185586.22507406308,kgCO2eq/FU,8
alternative_design1,A4,gwp_fossil,190009.8541476693,28920.37024882885,0.1522045810653215,123260.01886410727,302969.58759003365,240009.31080752943,188410.37479921163,kgCO2eq/FU,11
alternative_design1,A4,gwp_biogenic,22.161103752787508,3.297783633614368,0.1488095390194435,13.814898087817227,36.87904434078767,27.827814576043224,21.951656472542492,kgCO2eq/FU,10
alternative_design1,A4,gwp_luluc,16.15605573245129,2.4301837228126324,0.1504193698670728,9.896710631485949,29.08947570170942,20.442880227843226,15.987641514572854,kgCO2eq/FU,14
alternative_design1,A5,gwp_total,2095.163706402264,309.40594477493227,0.14767626216007362,1283.6602962978834,3320.5001695017736,2647.901511319393,2072.7831684919647,kgCO2eq/FU,8
alternative_design1,A5,gwp_fossil,2122.1899813293053,323.0070370492493,0.15220458106532145,1376.6716379276697,3383.8193619755866,2680.625997563494,2104.3256496931044,kgCO2eq/FU,11
alternative_design1,A5,gwp_biogenic,0.24751385958548605,0.03683242334583944,0.1488095390194435,0.15429640976549694,0.4118962080787367,0.31080445569771475,0.24517457606913112,kgCO2eq/FU,10
alternative_design1,A5,gwp_luluc,0.1804444288797775,0.027142337288119968,0.15041936986707283,0.1105347943372037,0.32489574908211266,0.22832329303998877,0.17856343714122658,kgCO2eq/FU,14
alternative_design2,A1,gwp_total,3505037.677217386,384290.4740512749,0.10963947022571215,2502498.8990369043,5030616.3234104775,4185746.1601502732,3488853.0718837343,kgCO2eq/FU,18
alternative_design2,A1,gwp_fossil,3451653.1986951292,377265.2790248721,0.10929987959610031,2474408.9329687464,4784655.709516101,4134149.406077106,3430700.3175315345,kgCO2eq/FU,12
alternative_design2,A1,gwp_biogenic,52966.71864003676,6232.157461867619,0.11766176236480738,35404.614727883665,77329.87970118289,63734.058739777,52484.97910244236,kgCO2eq/FU,20
alternative_design2,A1,gwp_luluc,890.0649481247328,76.45584729110855,0.08589917786583155,674.865209171288,1173.545561828331,1022.277432951562,885.0450737168474,kgCO2eq/FU,5
alternative_design2,A2,gwp_total,163287.2814170294,25329.25090844826,0.1551207827617531,95990.89749096075,269080.25478119234,208744.64196638283,160705.2768279561,kgCO2eq/FU,15
alternative_design2,A2,gwp_fossil,162783.36541755122,23401.021641709267,0.14375560783919128,103186.74745904168,244710.23277154902,203120.5603126759,161320.75949908985,kgCO2eq/FU,10
alternative_design2,A2,gwp_biogenic,18.97902369303529,2.9427036471005166,0.15505031737646213,11.924091648872233,38.97773967021696,23.955230901930705,18.71916809025479,kgCO2eq/FU,17
alternative_design2,A2,gwp_luluc,13.821604557988557,2.078848739988727,0.15040574567640932,8.518492301131879,21.634910181745454,17.447262801467755,13.65270040307258,kgCO2eq/FU,17
alternative_design2,A3,gwp_total,188121.7215064507,16325.93862606492,0.08678391041358349,141498.2870421003,272434.7245356287,215246.35640981575,187190.19789271112,kgCO2eq/FU,15
alternative_design2,A3,gwp_fossil,172026.4150812098,13623.480050725231,0.07919411704472185,137544.91885487124,223288.18975141254,195341.7708087887,171142.75070266417,kgCO2eq/FU,6
alternative_design2,A3,gwp_biogenic,15050.237702839418,1499.9927711435098,0.09966571962252245,11106.496643415592,20599.299440853494,17563.560458956505,15049.520458491745,kgCO2eq/FU,9
alternative_design2,A3,gwp_luluc,280.3581837119715,27.17553497240323,0.09693148461941194,215.29351312902597,389.44489012379097,325.9807197777147,278.87641486277585,kgCO2eq/FU,8
alternative_design2,A4,gwp_total,203375.38181004918,31547.74842084523,0.1551207827617531,119557.29348971478,335141.225199938,259992.8230312713,200159.47813046654,kgCO2eq/FU,15
alternative_design2,A4,gwp_fossil,202747.75112194722,29146.126200564602,0.1437556078391913,128519.77190203323,304788.2026747335,252987.99238109763,200926.06584111374,kgCO2eq/FU,10
alternative_design2,A4,gwp_biogenic,23.638498702756106,3.6651567261654243,0.15505031737646222,14.851534490514805,48.547030844842936,29.836397475351376,23.31484684222944,kgCO2eq/FU,17
alternative_design2,A4,gwp_luluc,17.21489928556848,2.589219763790214,0.15040574567640935,10.609838127955879,26.9464227737441,21.730680448567455,17.004528050912363,kgCO2eq/FU,17
alternative_design2,A5,gwp_total,8299.862423745248,1287.4811559862242,0.15512078276175312,4879.199630202902,13677.299764250345,10610.451683558049,8168.619606296075,kgCO2eq/FU,15
alternative_design2,A5,gwp_fossil,8274.248466353729,1189.4696176931766,0.14375560783919128,5244.963358024724,12438.576036423077,10324.580649509406,8199.90447704827,kgCO2eq/FU,10
alternative_design2,A5,gwp_biogenic,0.9647002768506262,0.1495770840988505,0.15505031737646216,0.6060993811331081,1.981231324594881,1.217639972260203,0.9514918644476467,kgCO2eq/FU,17
alternative_design2,A5,gwp_luluc,0.702549612628625,0.10566749836208088,0.15040574567640935,0.43299339387344377,1.0996984976433406,0.8868411530061036,0.693964245560009,kgCO2eq/FU,17
