Design Option,Life Cycle Stage,Impact Category,Mean,STD,COV,Min,Max,95th Percentile,Median,Unit,Outliers
base_design,A1,gwp_total,597825.8777759444,41265.9850481528,0.0690267627786073,478507.61565140635,759162.9590748933,667235.6429258933,597589.4593616659,kgCO2eq/FU,4
base_design,A1,gwp_fossil,601537.6049948949,41693.45885727865,0.06931147531106138,493987.3804880982,747830.2937619986,670468.4810240808,601800.915217669,kgCO2eq/FU,2
base_design,A1,gwp_biogenic,-4672.473329389624,521.2095861985111,0.11154896977584203,-6407.424767174887,-3165.5592535387445,-3804.769548500661,-4666.494355481938,kgCO2eq/FU,7
base_design,A1,gwp_luluc,872.3870447351319,74.94355309490294,0.08590631136396205,642.5271069645893,1114.4857630825904,1004.204963469379,869.310799029244,kgCO2eq/FU,11
base_design,A2,gwp_total,173253.36799104433,26425.33861584334,0.15252424193686842,107694.29163605328,282252.19882483967,216567.36436627683,170957.91639640238,kgCO2eq/FU,7
base_design,A2,gwp_fossil,171862.45017291696,26026.863670119685,0.1514400827169235,106784.93156217673,304451.93487685604,217485.63429923062,169106.03686601802,kgCO2eq/FU,15
base_design,A2,gwp_biogenic,20.073927456684483,3.103375558248394,0.15459732854693517,12.299406142023262,31.45169002635174,25.577701238471306,19.80648483792547,kgCO2eq/FU,13
base_design,A2,gwp_luluc,14.680113973866993,2.1751787829134805,0.14817179122625718,9.396781145199688,23.55501668864089,18.57710073980558,14.474653754942972,kgCO2eq/FU,9
base_design,A3,gwp_total,723944.0005201333,62334.261692150474,0.08610370642945459,531503.202009104,974399.0789088927,835575.4818024931,719263.4721842876,kgCO2eq/FU,10
base_design,A3,gwp_fossil,723142.9977516659,60375.727857184436,0.08349071766566152,568503.2135688813,959308.6973276897,819415.0684781859,720462.076435305,kgCO2eq/FU,7
base_design,A3,gwp_biogenic,2266.7923193257366,142.84805211738845,0.06301770607722854,1883.8268989726978,2782.8108963911523,2498.864507117818,2259.2890295000357,kgCO2eq/FU,14
base_design,A3,gwp_luluc,53.74994610758414,3.742309242286963,0.06962442780494103,42.75872742111075,67.56312984611912,60.170585984686944,53.73799566023895,kgCO2eq/FU,20
base_design,A4,gwp_total,203218.48571106364,30995.745480638303,0.1525242419368684,126320.60848096007,331069.2605800709,254023.87469446415,200526.02320661,kgCO2eq/FU,7
base_design,A4,gwp_fossil,201587.00104772943,30528.352113324683,0.15144008271692347,125253.96960794927,357108.5624186895,255100.9644354181,198353.8509813435,kgCO2eq/FU,15
base_design,A4,gwp_biogenic,23.545823018182432,3.6401213370499392,0.15459732854693523,14.426655714170723,36.89143186260801,30.00150458212633,23.232124735551544,kgCO2eq/FU,13
base_design,A4,gwp_luluc,17.219119988416526,2.5513878520235247,0.14817179122625712,11.022005846284408,27.628985674967474,21.790111932717604,16.978124300726563,kgCO2eq/FU,9
base_design,A5,gwp_total,2303.9893832668718,351.4142341133726,0.1525242419368684,1432.1597752762818,3753.4974184731336,2879.9954312448476,2273.463592252341,kgCO2eq/FU,7
base_design,A5,gwp_fossil,2285.4924274897817,346.1151622679548,0.1514400827169235,1420.0667580953022,4048.717977636038,2892.2069351309256,2248.8365917699302,kgCO2eq/FU,15
base_design,A5,gwp_biogenic,0.26695074547157505,0.04126987210351836,0.1545973285469352,0.16356219506897987,0.4182565727106715,0.34014202889756234,0.26339419149863463,kgCO2eq/FU,13
base_design,A5,gwp_luluc,0.19522175605085806,0.02892635728039105,0.14817179122625718,0.12496198051712051,0.31324359810487434,0.24704537275491037,0.19248946767705225,kgCO2eq/FU,9
alternative_design1,A1,gwp_total,197807.2473290385,17246.01353092285,0.08718595382016167,153134.40201640868,257110.56904241277,230032.251713891,196747.84107701134,kgCO2eq/FU,10
alternative_design1,A1,gwp_fossil,200678.9178337813,17467.507706409884,0.08704206647595092,154558.41959417,259563.1488030125,230981.47457273462,199216.32268213664,kgCO2eq/FU,6
alternative_design1,A1,gwp_biogenic,-4230.007250762606,474.66759017339194,0.11221436797485786,-5807.559345116018,-2874.599189327348,-3452.2835258567816,-4229.246832000764,kgCO2eq/FU,5
alternative_design1,A1,gwp_luluc,581.1381805792842,49.53933064641125,0.08524535523897254,441.42149269364535,765.55001731882,666.3063175802441,578.5962197557277,kgCO2eq/FU,14
alternative_design1,A2,gwp_total,111456.24875826505,16869.348442992417,0.1513539943335072,69766.9490126325,180303.16355662758,142231.58814076488,110940.9898378819,kgCO2eq/FU,15
alternative_design1,A2,gwp_fossil,110954.53290082171,16963.134594285555,0.15288365559114467,65920.6876277203,203687.5128081597,140949.091639729,109481.32443237107,kgCO2eq/FU,14
alternative_design1,A2,gwp_biogenic,12.861405230875153,1.930670249969697,0.15011347635131816,7.69759851009788,20.629253115147606,16.21901177889992,12.653498001657518,kgCO2eq/FU,14
alternative_design1,A2,gwp_luluc,9.561505855343922,1.4365686481100697,0.15024502100860734,5.884846848686912,16.363726855364405,12.10432734744275,9.502795156030013,kgCO2eq/FU,11
alternative_design1,A3,gwp_total,541158.3349266166,51500.47880227509,0.09516711741907989,395871.254083736,695514.2931543167,627775.4810076188,538273.8522656544,kgCO2eq/FU,6
alternative_design1,A3,gwp_fossil,541192.3251242692,54131.65509031521,0.10002295409101641,393047.551981078,734745.9233955011,636967.1550329599,535573.019795587,kgCO2eq/FU,6
alternative_design1,A3,gwp_biogenic,869.7288173009732,85.20774437791516,0.09797047387982394,603.3035884921326,1138.280603672769,1021.8703758527653,865.211441780656,kgCO2eq/FU,9
